What is the function of the bacterial mesosome?,An invagination of the plasma membrane involved in cell division and secretion.
Which bacterial structure is used for the transfer of genetic material during conjugation?,The sex pilus (F pilus).
What is a bacteriophage?,A virus that infects and replicates within bacteria.
What characterizes the 'L-form' of a bacterium?,Bacteria that have lost their cell wall but remain viable.
What is the primary infection source for cholera?,The stool of infected patients and contaminated water/food.
How does $Vibrio$ $cholerae$ typically exit the body?,Through the feces (fecal-oral route).
Which receptor on human enterocytes is targeted by the $B$ subunit of cholera toxin?,The $GM1$ receptor.
Is $Vibrio$ $cholerae$ a facultative or obligate anaerobe?,Facultative anaerobe.
Cloze: The strongest diarrhea toxin known is _____.,Cholera toxin (ctx)
Which bacterial structure is essential for survival in extreme environments like boiling water?,The spore.
What clinical finding is diagnostic of a $Streptococcus$ infection on blood agar?,"Hemolysis ($\alpha$, $\beta$, or $\gamma$)."
Which test detects the presence of the enzyme Coagulase in $Staphylococcus$?,The Coagulase test.
What is the primary mode of transmission for $Entamoeba$ $histolytica$?,Ingestion of mature cysts from contaminated food or water.
