Which subunit of the cholera toxin (ctx) binds to the GM1 ganglioside receptor on enterocytes?,B subunit
Which bacterial species is described as having a 'drumstick' appearance due to a terminal round spore?,Clostridium tetani
What is the primary pathogenic mechanism of *Clostridium tetani*?,Production of tetanospasmin (neurotoxin) that blocks inhibitory neurotransmitters.
Which vaccine is used to provide active immunity against tetanus?,Tetanus toxoid (part of the DPT vaccine).
Which anaerobic bacterium causes 'stormy fermentation' in milk medium?,Clostridium perfringens
What is the primary toxin produced by *Clostridium perfringens* involved in gas gangrene?,alpha ($\alpha$) toxin
Which bacterial spore is described as having a 'tennis racket' appearance?,Clostridium botulinum
How does the botulinum neurotoxin cause flaccid paralysis?,It blocks the release of acetylcholine at the neuromuscular junction.
"On SS agar, *E. coli* produces pink colonies because it can ferment _____.",lactose
Which type of *E. coli* is a major cause of traveler's diarrhea through the production of LT and ST toxins?,Enterotoxigenic E. coli (ETEC)
Which *E. coli* group causes a 'mucous bricked-like biofilm' that blocks fluid absorption?,Enteroaggregative E. coli (EAggEC)
Which serological test is used to diagnose Enteric (Typhoid) fever by detecting O and H antibodies?,Widal test
"In the Widal test, what is the normal diagnostic threshold titer for the 'O' antigen?",lower than 1:80
Where does *Salmonella typhi* typically persist in chronic carriers?,gallbladder
Which parasite causes characteristic 'flask-shaped ulcers' in the large intestine?,Entamoeba histolytica
"What is the active, motile, and pathogenic stage of *Entamoeba histolytica*?",trophozoite
Which stage of *Entamoeba histolytica* is the infective form transmitted via the fecal-oral route?,mature cyst
What is the characteristic appearance of pus from an amoebic liver abscess?,Reddish-brown 'chocolate' pus.
Which drug is used to treat invasive amoebic dysentery and liver abscesses?,Metronidazole
Which vector is responsible for transmitting *Leishmania donovani*?,sand fly
What is the name of the severe systemic disease caused by *Leishmania donovani*?,Kala-azar (Visceral Leishmaniasis)
"In the human body, *Leishmania donovani* exists as an intracellular form called an _____.",amastigote
What is the primary organelle used for movement in medical flagellates like *Giardia*?,flagellum
"Which procedure involves killing all microbial forms, including spores?",sterilization
What is the typical concentration of alcohol used for effective skin disinfection?,75%
How does ultraviolet (UV) light achieve its bactericidal effect?,It destroys or interferes with DNA synthesis.
Which sterilization method is used specifically for heat-sensitive liquids like serum or antitoxin?,filtration
The transfer of bacterial DNA mediated by a bacteriophage is called _____.,transduction
Which structure is involved in the transfer of plasmids between bacteria during conjugation?,sex pilus (F pilus)
What defines 'lysogenic conversion' in bacteria?,A host bacterium acquires new properties after a lysogenic phage integrates its gene into the bacterial genome.
Bacteria that have lost their cell wall but remain viable are known as _____.,L-form bacteria
Which component is unique to the cell walls of bacteria and is a target for penicillin?,peptidoglycan
What are the three main types of bacterial antigens?,"O (somatic), H (flagellar), and K (capsular)."
Which type of bacterial infection is characterized by the presence and multiplication of bacteria in the blood with systemic symptoms?,Septicemia
"Which structural component of Gram-negative bacteria acts as Lipid A, the toxic part of endotoxin?",Lipopolysaccharide (LPS)
Which phase of the bacterial growth cycle is best for studying biological characteristics?,logarithmic (log) phase
Which term describes microorganisms that normally live on the body without causing disease?,normal flora
What is the primary difference between an exotoxin and an endotoxin regarding heat stability?,"Exotoxins are usually heat-labile (protein), while endotoxins are heat-stable (lipopolysaccharide)."
Which specific structure helps bacteria adhere to host cell surfaces to initiate infection?,ordinary pilus
What is the term for an infection where the host shows no obvious clinical symptoms despite the presence of a pathogen?,inapparent infection (or subclinical infection)
Which bacterial structure is related to anti-phagocytosis?,capsule
What is the main chemical component of the Gram-positive bacterial cell wall?,peptidoglycan
Which type of bacteria is sensitive to the action of penicillin due to its thick peptidoglycan layer?,Gram-positive bacteria
Which *Staphylococcus* species is coagulase-negative and often associated with lemon-colored pigments?,Staphylococcus saprophyticus
What is the primary clinical finding associated with *Salmonella* gastroenteritis?,Diarrhea (food poisoning symptoms).
What is the name of the 'rice water' appearance cause by the cholera toxin?,Cholera
