How does food poisoning caused by Clostridium perfringens enterotoxin typically resolve?,It is mild and self-limiting within $1$ to $2$ days.
Which non-antibiotic therapy is used to treat gas gangrene by increasing oxygen tension in tissues?,Hyperbaric oxygen.
What is the essential surgical step in treating Clostridium perfringens wound infections?,Debridement (removal of necrotic tissue).
Describe the characteristic morphology of Clostridium botulinum spores.,"Subterminal oval spores, giving a ""tennis racket"" appearance."
What is the pathogenic mechanism of Botulinum neurotoxin?,It blocks the release of the neurotransmitter acetylcholine at neuromuscular junctions.
What type of paralysis is characteristic of botulism?,Flaccid paralysis.
What is the infective stage of Entamoeba histolytica for humans?,The mature cyst.
"How many nuclei are found in a mature, infective Entamoeba histolytica cyst?",$4$ nuclei.
Which stage of Entamoeba histolytica is responsible for invading host tissues?,Trophozoite.
What is a characteristic finding in the endoplasm of Entamoeba histolytica trophozoites?,Ingested red blood cells.
What type of intestinal lesion is characteristic of amoebic dysentery?,Flask-shaped ulcers.
Describe the appearance of pus from an extra-intestinal amoebic liver abscess.,"""Chocolate"" pus."
Which drug is used to treat symptomatic intestinal amoebiasis and liver abscesses?,Metronidazole.
Which component of the Gram-negative bacterial cell wall is responsible for its endotoxin activity?,Lipid A.
Compare the heat stability of most exotoxins versus endotoxins.,"Exotoxins are generally heat-labile (destroyed by heat), while endotoxins are heat-stable."
The chemical composition of bacterial exotoxins is primarily _____.,Protein.
Which structure helps bacteria adhere to host cell surfaces?,Pilus (pili).
What term describes a localized systemic infection where bacteria multiply in the blood and cause high fever?,Septicemia.
What is the most frequently used method to kill bacterial spores in a laboratory setting?,Autoclave sterilization.
Which antigen in Salmonella is associated with the capsule and virulence?,$Vi$ antigen.
How is the transmission of Entamoeba histolytica primarily achieved?,Swallowing items contaminated with mature cysts from human feces (fecal-oral route).
Which second messenger is increased by the A subunit of the Cholera toxin?,$cAMP$.
What is the primary diagnostic stage for Entamoeba histolytica found in stool samples?,Cysts and trophozoites.
What clinical condition involves the widespread peeling of skin caused by Staphylococcus toxins?,Staphylococcal scalded skin syndrome ($SSSS$).
"Which bacterium uses ""swarming"" motility to cover the surface of a blood agar plate?",Clostridium tetani.
Which type of immunity is persistent after recovery from Typhoid fever?,Specific cellular immunity.
What is the effect of Tetanospasmin on muscle activity?,It causes spastic paralysis (sustained muscle contraction).
"Why must food be heated thoroughly to prevent botulism, despite the resistance of spores?",The botulinum toxin itself is heat-labile (destroyed by heat).
"Which bacterium is identified by colorless, small colonies on $SS$ agar and lack of motility?",Shigella.
What are the three main types of antigens used for serotyping enteric bacilli?,"$O$ (somatic), $H$ (flagellar), and $K/Vi$ (capsular) antigens."
"Which bacterium is associated with ""Rose spots"" on the abdomen during infection?",Salmonella typhi.
"In Clostridium perfringens, which toxin is primarily responsible for tissue destruction in gas gangrene?",$\alpha$ toxin (a lecithinase).
What is the primary mode of bacterial multiplication?,Simple binary fission.
Which disinfectant is commonly used for drinking water and swimming pools?,Chlorine.
What is the typical diameter of a Staphylococcus or Streptococcus cell?,$1.0 \mu m$.
Which temperature group contains all human pathogens and opportunists?,Mesophilic forms ($30^{\circ}C$ to $37^{\circ}C$).
What is the specific diagnostic finding for Staphylococcus aureus on $TCBS$ agar?,It does not grow on $TCBS$ (only Vibrio species do).
Which drug is specifically used to treat asymptomatic cyst-passers of Entamoeba histolytica?,Diiodoquin.
